names,scores,logfoldchanges,pvals,pvals_adj
CREBZF,1.4800335,0.09777126,0.13886430723741894,0.23410959004556506
FAM221A,1.4799231,0.15214022,0.13889374883079697,0.23413772698147842
RNF222,1.4796271,2.094554,0.13897277915567277,0.23424944442094076
TNFSF13,1.4788702,1.0173062,0.13917502422706107,0.2345688103390002
NKX2-3,1.476747,1.3243235,0.13974347226240663,0.23544043808130374
RAVER1,1.4756572,0.26310456,0.14003594748175932,0.23589755770449375
ATM,1.4756403,0.08683532,0.1400404868459769,0.23589755770449375
KIF4A,1.4753727,0.32084724,0.14011238351772864,0.23597536908539862
ZMAT5,1.4744519,0.13067514,0.1403599729148318,0.23630565401515008
TRAK2,1.473731,0.06937361,0.14055401447810462,0.23661064085747494
RASGEF1A,1.4713569,0.7074529,0.14119464581251126,0.237645512124257
PKP3,1.4711593,0.12968884,0.1412480157283082,0.23770452195113378
NCAPH2,1.4711313,0.07223196,0.141255598224978,0.23770452195113378
AP3S1,1.4704037,0.13729234,0.14145245080181007,0.2379921606498703
GDF15,1.4694923,0.7513981,0.14169929108648105,0.23832011391764024
OTUD6B,1.4679886,0.053504106,0.1421073235571317,0.23891883232602282
KLHL20,1.4660614,-0.0036725246,0.14263157067733798,0.23966855213751284
HS3ST3B1,1.4654706,0.3572334,0.1427925720678181,0.23989517940682661
LRRC1,1.4653344,0.072147064,0.14282969149477343,0.23993558696573972
NTNG2,1.4650813,0.7572652,0.14289873407383955,0.24000765242679908
PROSER2,1.4643362,0.24007957,0.1431021100446922,0.24032725167205646
SIGLEC5,1.4633106,1.2420354,0.14338239392994037,0.24073190699960087
SCN9A,1.4596177,0.749986,0.1443951488281408,0.24234363141073978
CHST13,1.4593014,0.8608923,0.14448219334364937,0.24244539864583678
TAF4B,1.458975,0.14180668,0.14457198733349566,0.2425517415415126
C10orf55,1.4587032,1.4548182,0.14464683979810852,0.24265515080247332
SLC2A12,1.4583861,0.71200985,0.1447341540405966,0.24277944475967425
PAFAH1B1,1.4579829,0.09084969,0.14484526054259764,0.24289924457234774
TMX2,1.4577994,0.11923145,0.14489584561140237,0.24296188322109216
HBS1L,1.4574256,0.11065011,0.144998952006787,0.24309037233351136
MTO1,1.456621,0.0920272,0.1452210288085857,0.243418231692025
ZNF543,1.4565163,0.25307274,0.14524996101008233,0.243444503341499
TRIM28,1.4562976,0.2042521,0.1453103532453235,0.24352349360509168
HMOX2,1.452871,0.074897796,0.14625959518070328,0.24502485648840264
CENPI,1.4518907,0.37416184,0.1465320014513204,0.24541403618057955
BX255925.3,1.4511673,0.20908837,0.14673327759237872,0.2457063118899832
CKAP2L,1.4505117,0.33501294,0.14691587477934617,0.24596720860979074
TICRR,1.4491299,0.58692735,0.14730129453989324,0.24650009743410317
CYP2D6,1.4480108,0.85636,0.1476140300275856,0.24697842221036082
ICE1,1.4462234,0.085372396,0.14811454547969582,0.2477481251300624
EMC8,1.4458917,0.11465304,0.14820757245857774,0.24788114755984203
UGT2A1,1.4454683,21.466078,0.14832639515393484,0.24802396141816718
SLC2A8,1.445443,0.071275786,0.14833348512242764,0.24802396141816718
KYAT1,1.4451894,0.37915874,0.14840471195795507,0.24809787091505173
TSPAN5,1.4446689,0.2523128,0.14855089735661067,0.2483196491592069
SLC38A9,1.4437684,0.012795978,0.14880413822309413,0.24872032607321176
ULK3,1.4433889,0.023877079,0.14891093331295113,0.24887617390852865
CLEC4C,1.4433098,2.9918404,0.14893320926340822,0.24889074863797564
GBP6,1.4429924,0.20667256,0.14902260009454735,0.24899480938538393
CTAGE9,1.4421802,0.99401045,0.14925157277396403,0.24933201052704518
TOX2,1.4416659,0.5288513,0.14939666471913,0.24954098233647984
DNTTIP1,1.4416404,0.15820447,0.14940384613174243,0.24954098233647984
PTCD1,1.4408239,0.16592792,0.1496344202305982,0.24988063573024227
TAF11,1.4401604,0.07711702,0.14982202717573218,0.2501256811214419
ZNF18,1.4385712,0.23232956,0.15027205758750406,0.2507629963977244
IZUMO1,1.4378003,1.7767245,0.15049073825757514,0.25105946257926015
H2AC13,1.4354802,0.56572366,0.15115029856071563,0.2520681772818619
DRG1,1.4350356,0.0402298,0.15127694956207124,0.2522335698246631
BCKDHA,1.4318308,0.48108125,0.15219224535645426,0.2535754824854679
HMMR,1.4311472,0.15277223,0.15238803805023024,0.253878664970536
CYB561A3,1.4309889,0.28808445,0.15243338331088938,0.25393116956734163
IVL,1.430741,0.55061597,0.1525044555149883,0.2540265179815568
FAM122B,1.4306742,0.098670684,0.15252362536975228,0.254035403248732
SLC35A2,1.4299499,0.12397643,0.15273141635427018,0.2543584159347623
ABHD12B,1.4289277,3.6956131,0.1530250344454258,0.2547549784615526
VPS45,1.4278462,-0.075879104,0.1533361372386878,0.25522661733655577
FAM118B,1.427516,0.117932014,0.15343122543393212,0.2553385960475327
PLEKHA6,1.4269584,0.05902135,0.15359187542764202,0.2555597997881558
PLEKHN1,1.4269581,0.30160835,0.1535919824988998,0.2555597997881558
FPGT,1.4261881,0.038842916,0.15381406323678323,0.25588294057176564
SEC22A,1.425586,0.03227408,0.1539878911607803,0.25614891009268775
NRM,1.4239862,-0.04596325,0.15445047765409256,0.2568351573351284
TMEM185B,1.4233412,0.12333264,0.1546372820393183,0.2570893820648246
KDM1A,1.4214898,0.07897915,0.15517439018565582,0.25786559672357917
PSMD12,1.4204811,0.11098073,0.15546767960205274,0.2583062225294806
TRAPPC2,1.4194549,0.13557437,0.15576642181653066,0.2587791595162251
RFC5,1.4192442,-0.02021722,0.15582784629273966,0.25885778393024456
HSD17B14,1.4186889,0.37366477,0.155989748540707,0.2590564194062881
TMEM186,1.4182149,0.144585,0.1561280349318819,0.25923917972366467
PLXNA3,1.4131244,0.0915275,0.157619127650944,0.2615731022052587
SLC25A24,1.4124627,0.11150734,0.15781375025547129,0.2618250897660349
INTS4,1.4112427,0.12378729,0.15817304745225214,0.2623737757946338
MFSD5,1.4105037,0.10758054,0.15839098339688007,0.26271154888438253
ZNF697,1.4088776,0.26594558,0.15887136350769515,0.2633655746988796
FLAD1,1.4078178,0.09257049,0.159185004481177,0.2638378648924798
ZNF589,1.4071361,0.2837202,0.15938703539034227,0.2641488723532877
APOBEC3D,1.4066814,0.22259358,0.15952186711747718,0.2643484658974728
PPM1J,1.4063398,0.49865177,0.15962326800759352,0.2644926291749323
GRIN2C,1.4051309,1.1461289,0.15998236493373297,0.26496723141005
TPI1,1.405084,0.05422117,0.15999627986728526,0.26496723141005
TRGV9,1.404993,0.5716447,0.160023339302107,0.2649881433014057
MID2,1.4048352,0.020326728,0.16007028734503692,0.2650419826803339
UBE4B,1.4026086,0.03916214,0.16073358542883132,0.26602031386864716
HESX1,1.4021399,1.6811692,0.16087349139692209,0.26620387306586935
INTS9,1.3995852,0.102166645,0.1616375519408454,0.26737181001674437
IDH1,1.3994976,0.1026361,0.16166381905969351,0.26739117032294685
AADAC,1.3993716,3.4403317,0.16170155585707247,0.2674294962251583
THAP8,1.3993163,0.40673447,0.16171814434080034,0.2674328423166203
WDR89,1.3989863,0.09479209,0.16181708959046093,0.26757236869330453
FAAP24,1.3975109,0.28197786,0.16225997883349308,0.2682805467232568
PEX14,1.3942974,0.06268459,0.16322781070234282,0.26971074804767065
DCAF5,1.3924328,0.0718917,0.1637913834458138,0.27054458361358286
