names,scores,logfoldchanges,pvals,pvals_adj
NUTM2B,-0.005622878,0.17418279,0.9955136157520916,0.9999866634723884
TSGA10IP,-0.0056236214,-0.21495739,0.9955130230269024,0.9999866634723884
LDHAL6A,-0.005626593,-0.2507215,0.9955106521261703,0.9999866634723884
ADRB3,-0.005629193,-0.35559344,0.9955085775880623,0.9999866634723884
PFN3,-0.005629193,-0.35801864,0.9955085775880623,0.9999866634723884
AC007998.2,-0.0060344352,-0.3917563,0.9951852463858019,0.9999866634723884
PCDH11Y,-0.0061135525,0.47043315,0.9951221213195804,0.9999866634723884
TAS2R50,-0.0061287815,-0.3059671,0.9951099704887294,0.9999866634723884
SULT1A4,-0.0061436393,-0.5413472,0.9950981160206994,0.9999866634723884
GLRA4,-0.0061473534,0.2872188,0.9950951524038608,0.9999866634723884
SPTA1,-0.0061532967,-0.3610579,0.9950904106170599,0.9999866634723884
FNDC5,-0.006549996,-0.08275345,0.9947738967484946,0.9999866634723884
WFDC12,-0.006621498,0.8687382,0.9947168472842445,0.9999866634723884
HMX3,-0.006644528,-0.09374409,0.9946984729170798,0.9999866634723884
POTEF,-0.0066755433,0.012035143,0.9946737267980046,0.9999866634723884
OR2L3,-0.0066755433,1.0693185,0.9946737267980046,0.9999866634723884
IGLV3-12,-0.0066755433,0.9059002,0.9946737267980046,0.9999866634723884
SPANXN5,-0.0066755433,0.07551999,0.9946737267980046,0.9999866634723884
FSCB,-0.0066755433,1.189255,0.9946737267980046,0.9999866634723884
IGLV4-3,-0.0066755433,0.12636618,0.9946737267980046,0.9999866634723884
SLC38A8,-0.0066755433,1.6361054,0.9946737267980046,0.9999866634723884
OTC,-0.0066755433,0.8195217,0.9946737267980046,0.9999866634723884
AL133410.3,-0.0066755433,-0.025886588,0.9946737267980046,0.9999866634723884
GHRH,-0.0066759144,-0.61928374,0.994673430437328,0.9999866634723884
KRTAP5-4,-0.0066759144,-0.701145,0.994673430437328,0.9999866634723884
ANTXRL,-0.0066759144,-0.42443922,0.994673430437328,0.9999866634723884
GCNT7,-0.0066759144,-0.6339747,0.994673430437328,0.9999866634723884
AC008764.4,-0.0066759144,-0.8914352,0.994673430437328,0.9999866634723884
GPRC6A,-0.0066759144,-0.46845853,0.994673430437328,0.9999866634723884
PSG3,-0.0066759144,-0.00030271494,0.994673430437328,0.9999866634723884
SMIM9,-0.006676286,-1.3217978,0.9946731340766524,0.9999866634723884
AC012488.2,-0.006676286,-1.5332432,0.9946731340766524,0.9999866634723884
EIF4E1B,-0.006676286,-1.9517735,0.9946731340766524,0.9999866634723884
AC008770.1,-0.0066766576,-4.0570655,0.9946728377159773,0.9999866634723884
SMIM28,-0.0066766576,-1.2249247,0.9946728377159773,0.9999866634723884
MT1HL1,-0.0066766576,-1.5209178,0.9946728377159773,0.9999866634723884
C18orf63,-0.0066766576,-1.4563881,0.9946728377159773,0.9999866634723884
SLITRK1,-0.0066770287,-1.0177565,0.994672541355303,0.9999866634723884
ZDHHC22,-0.0066770287,-2.4725559,0.994672541355303,0.9999866634723884
IGKV6D-41,-0.0066770287,-2.6248906,0.994672541355303,0.9999866634723884
AL049779.1,-0.0066770287,-2.6406426,0.994672541355303,0.9999866634723884
FOXD4L6,-0.0066770287,-4.2862964,0.994672541355303,0.9999866634723884
AC025165.3,-0.0066770287,-3.4180946,0.994672541355303,0.9999866634723884
P2RY4,-0.0066770287,-3.906447,0.994672541355303,0.9999866634723884
NPPB,-0.0066770287,-3.8912406,0.994672541355303,0.9999866634723884
IGHV3-37,-0.0066770287,-2.029831,0.994672541355303,0.9999866634723884
TAS2R42,-0.0066770287,-1.7726016,0.994672541355303,0.9999866634723884
PRELID3A,-0.0068768645,-0.029498272,0.9945130994201697,0.9999866634723884
SPATA45,-0.0071539595,-0.3124189,0.9942920148703107,0.9999866634723884
ZNF177,-0.007162874,0.490168,0.9942849022378226,0.9999866634723884
MAP6D1,-0.0071665887,-0.3928801,0.9942819386410866,0.9999866634723884
SFTPA2,-0.00716956,-0.8049269,0.9942795677637546,0.9999866634723884
FOXO3B,-0.00729585,0.034030896,0.9941788055241021,0.9999866634723884
ZDBF2,-0.00737441,0.17915738,0.9941161255305848,0.9999866634723884
WFDC10B,-0.0076639485,0.28142306,0.9938851137669905,0.9999866634723884
LGALS9C,-0.00766432,0.032827936,0.9938848174084143,0.9999866634723884
FAM180B,-0.007691621,1.3786288,0.9938630350553728,0.9999866634723884
TBC1D3B,-0.0076957066,0.27594075,0.9938597751117733,0.9999866634723884
IFNK,-0.007696078,-0.32589373,0.9938594787532693,0.9999866634723884
OR2A1,-0.0076964493,-0.116331704,0.9938591823947661,0.9999866634723884
TRBV26OR9-2,-0.007698307,-0.8602895,0.9938577006022633,0.9999866634723884
OR1L8,-0.007699421,-1.3529364,0.9938568115267717,0.9999866634723884
IGKV5-2,-0.0077005355,-1.8791218,0.9938559224512878,0.9999866634723884
HAS3,-0.007942344,-0.12514822,0.9936629932536053,0.9999866634723884
XRCC6,-0.008033346,0.053703334,0.9935903855863913,0.9999866634723884
ADRA1A,-0.008221482,-14.988765,0.9934402805168221,0.9999866634723884
ITPRIPL1,-0.008365415,-0.091655,0.9933254421452496,0.9999866634723884
DUS3L,-0.008476476,0.014999523,0.9932368314703444,0.9999866634723884
CTAGE1,-0.008711042,0.20696418,0.9930496824441394,0.9999866634723884
DGKK,-0.008715128,-0.1101803,0.9930464225278016,0.9999866634723884
TMEM189-UBE2V1,-0.008719213,-0.63945687,0.99304316261158,0.9999866634723884
AL669918.1,-0.008719585,-0.5218418,0.9930428662555656,0.9999866634723884
AC090517.4,-0.008719585,-0.08172255,0.9930428662555656,0.9999866634723884
MANSC4,-0.008721442,-0.3939079,0.993041384475508,0.9999866634723884
CEND1,-0.008979222,0.39374903,0.9928357136386583,0.9999866634723884
TRBV14,-0.0090003945,0.02491361,0.9928188213862845,0.9999866634723884
CELF3,-0.009240717,-0.108105324,0.9926270797315463,0.9999866634723884
CEACAM8,-0.009241088,0.16013274,0.9926267833769198,0.9999866634723884
MYPN,-0.0092418315,0.78280604,0.9926261906676698,0.9999866634723884
ACSBG2,-0.0092418315,-0.17762765,0.9926261906676698,0.9999866634723884
WDR88,-0.009242202,-1.4205548,0.9926258943130464,0.9999866634723884
TMEM275,-0.009242574,-1.0415094,0.9926255979584239,0.9999866634723884
WFDC8,-0.009242574,-1.1390626,0.9926255979584239,0.9999866634723884
CDH10,-0.009243317,-1.5043306,0.9926250052491821,0.9999866634723884
CLDN25,-0.009244431,-2.0222805,0.992624116185327,0.9999866634723884
AC092835.1,-0.00928269,-0.16673772,0.9925935916651977,0.9999866634723884
SAG,-0.009479182,0.038263965,0.9924368202724329,0.9999866634723884
STX17,-0.009685517,0.05388024,0.9922721958067346,0.9999866634723884
DHRS7C,-0.009739377,-0.38427004,0.9922292245779213,0.9999866634723884
TLCD3B,-0.010222436,-0.15792885,0.9918438181309583,0.9999866634723884
KLHDC8A,-0.01023878,-0.4992572,0.991830778653035,0.9999866634723884
AL359922.1,-0.010260695,-0.21495774,0.9918132939019723,0.9999866634723884
THRSP,-0.01026218,-0.5723634,0.9918121084952628,0.9999866634723884
TRAV18,-0.010267381,-0.974378,0.9918079595719218,0.9999866634723884
AL357673.1,-0.010765484,-0.5607292,0.9914105530294496,0.9999866634723884
AC008581.2,-0.0107684545,-0.46168473,0.991408182228632,0.9999866634723884
LGSN,-0.0107684545,-0.57082266,0.991408182228632,0.9999866634723884
BOLL,-0.010786098,0.3556534,0.9913941056003411,0.9999866634723884
UGT2B11,-0.010786098,-0.17790331,0.9913941056003411,0.9999866634723884
IGHV3-32,-0.010786098,-0.8787351,0.9913941056003411,0.9999866634723884
NMBR,-0.01078647,-0.7487591,0.9913938092503006,0.9999866634723884
FGF5,-0.01078647,-0.6500004,0.9913938092503006,0.9999866634723884
LRRTM3,-0.01078647,-0.42715818,0.9913938092503006,0.9999866634723884
OR8A1,-0.01078647,-0.5973474,0.9913938092503006,0.9999866634723884
MAGEA12,-0.010786841,-0.97734886,0.9913935129002613,0.9999866634723884
TCAF2C,-0.010786841,-0.6072932,0.9913935129002613,0.9999866634723884
TRIM43,-0.010786841,-2.4251719,0.9913935129002613,0.9999866634723884
CA7,-0.010787212,-1.985062,0.9913932165502232,0.9999866634723884
LENEP,-0.010787212,-1.7247534,0.9913932165502232,0.9999866634723884
CST11,-0.010787212,-1.0772852,0.9913932165502232,0.9999866634723884
IGHV3-22,-0.010787212,-1.466983,0.9913932165502232,0.9999866634723884
C19orf85,-0.010787212,-2.1146972,0.9913932165502232,0.9999866634723884
OBP2B,-0.010787212,-3.7670636,0.9913932165502232,0.9999866634723884
FAM151A,-0.010787584,-1.635292,0.9913929202001862,0.9999866634723884
AC004687.2,-0.010787584,-2.4089127,0.9913929202001862,0.9999866634723884
CACNG2,-0.010787584,-2.911881,0.9913929202001862,0.9999866634723884
DPYSL5,-0.010787584,-2.838596,0.9913929202001862,0.9999866634723884
OR10H5,-0.010787584,-2.9048104,0.9913929202001862,0.9999866634723884
OR2L8,-0.010787584,-1.6179942,0.9913929202001862,0.9999866634723884
TRIML1,-0.010787584,-1.1460313,0.9913929202001862,0.9999866634723884
AC108941.2,-0.0107879555,-3.6467087,0.9913926238501505,0.9999866634723884
OR8D4,-0.0107879555,-4.321883,0.9913926238501505,0.9999866634723884
WNT8B,-0.0107879555,-3.5564198,0.9913926238501505,0.9999866634723884
ACSM2B,-0.0107879555,-3.8758223,0.9913926238501505,0.9999866634723884
KRTAP2-3,-0.01122607,0.44312397,0.9910430798208945,0.9999866634723884
TRAV1-1,-0.011237585,-0.084153846,0.9910338930147004,0.9999866634723884
TEX54,-0.011278072,0.17576222,0.9910015910281739,0.9999866634723884
CIB3,-0.011278816,0.73588157,0.9910009983313111,0.9999866634723884
ASDURF,-0.011289587,-1.0148978,0.990992404227358,0.9999866634723884
GABRB1,-0.011802919,0.37678868,0.9905828519513561,0.9999866634723884
OOSP3,-0.01180329,0.7651763,0.9905825556047191,0.9999866634723884
GPR101,-0.0118055185,-0.09920164,0.9905807775249241,0.9999866634723884
SPINT3,-0.01180849,-0.86502475,0.9905784067519369,0.9999866634723884
OR2AE1,-0.011808862,-1.1186361,0.9905781104053194,0.9999866634723884
SAPCD1,-0.011810719,-1.9714643,0.9905766286722512,0.9999866634723884
MUSTN1,-0.0118122045,-2.0103364,0.9905754432858199,0.9999866634723884
VIPR1,-0.012011669,-0.26737162,0.990416305347357,0.9999866634723884
KCNJ18,-0.012301764,-0.4135471,0.990184859605101,0.9999866634723884
NOTCH2NLB,-0.01231588,-1.2298604,0.9901735985015517,0.9999866634723884
GRXCR2,-0.012332222,-14.090601,0.9901605593314666,0.9999866634723884
AC024558.2,-0.012332222,-14.861108,0.9901605593314666,0.9999866634723884
KLHL11,-0.012502714,-0.030787744,0.9900245372372541,0.9999866634723884
LRFN2,-0.012702735,1.0056936,0.989864956130625,0.9999866634723884
BAAT,-0.012824568,-0.074940465,0.9897677555805886,0.9999866634723884
RGSL1,-0.012828282,-0.6702192,0.9897647921515634,0.9999866634723884
CCL23,-0.01317298,-0.56124073,0.9894897865580449,0.9999866634723884
CYP3A4,-0.013296484,0.5796838,0.9893912530672665,0.9999866634723884
PRB3,-0.013350343,0.35380337,0.9893482836256264,0.9999866634723884
GABRR1,-0.013351457,-0.3238353,0.9893473946030218,0.9999866634723884
AC105052.1,-0.0133522,-0.8168723,0.9893468019212927,0.9999866634723884
POTEE,-0.013352572,0.28687796,0.9893465055804304,0.9999866634723884
CRP,-0.013352944,-0.8188376,0.9893462092395695,0.9999866634723884
GALP,-0.013353315,-1.8408829,0.9893459128987101,0.9999866634723884
IGHJ5,-0.013353686,-1.873501,0.9893456165578521,0.9999866634723884
TUBB8B,-0.013353686,-2.0155847,0.9893456165578521,0.9999866634723884
VCX,-0.013354057,-2.129748,0.9893453202169956,0.9999866634723884
GABRG2,-0.013354801,-3.272278,0.9893447275352871,0.9999866634723884
HOXD12,-0.013354801,-1.6006253,0.9893447275352871,0.9999866634723884
NUP43,-0.013674426,-0.22183475,0.9890897267800397,0.9999866634723884
GOLGA8H,-0.013825603,-0.25889748,0.9889691166990682,0.9999866634723884
SOGA3,-0.013837303,0.09579785,0.9889597820226866,0.9999866634723884
PCK1,-0.01385216,-0.6321252,0.9889479284675549,0.9999866634723884
POU3F2,-0.013856246,-1.089917,0.9889446687403212,0.9999866634723884
TCP11,-0.014075211,-0.6011073,0.9887699772658314,0.9999866634723884
VCX3A,-0.014368093,-0.04250995,0.9885363152970623,0.9999866634723884
ACMSD,-0.014373292,-0.8404283,0.9885321665835501,0.9999866634723884
TGM7,-0.014374779,-1.2761406,0.9885309812368893,0.9999866634723884
AC078927.1,-0.014375521,-1.4769537,0.9885303885635685,0.9999866634723884
SMIM17,-0.014802493,0.080470115,0.9881897506299537,0.9999866634723884
FOXI1,-0.014851524,-0.67729914,0.9881506344488521,0.9999866634723884
AC118281.1,-0.014896654,0.16574483,0.988114629807329,0.9999866634723884
AP002373.1,-0.014896654,-0.021661244,0.988114629807329,0.9999866634723884
ROPN1,-0.014896654,0.8968413,0.988114629807329,0.9999866634723884
CPLX4,-0.014897025,-0.75904286,0.9881143334729312,0.9999866634723884
EZHIP,-0.014897025,-0.7208686,0.9881143334729312,0.9999866634723884
KRTAP19-1,-0.014897025,-0.9928494,0.9881143334729312,0.9999866634723884
OR2C1,-0.014897396,-0.80771047,0.9881140371385351,0.9999866634723884
EPO,-0.014897767,-1.7951415,0.9881137408041406,0.9999866634723884
CYP4A11,-0.014898139,-1.6294717,0.9881134444697477,0.9999866634723884
SLC17A8,-0.014898139,-1.6180061,0.9881134444697477,0.9999866634723884
RSPO2,-0.014898139,-1.454519,0.9881134444697477,0.9999866634723884
AQP2,-0.014898139,-1.4039735,0.9881134444697477,0.9999866634723884
CT45A10,-0.014898139,-2.4498255,0.9881134444697477,0.9999866634723884
CACNG1,-0.014898511,-3.28535,0.9881131481353564,0.9999866634723884
AC092042.3,-0.014898511,-2.5974505,0.9881131481353564,0.9999866634723884
BX276092.9,-0.014898882,-3.528641,0.9881128518009669,0.9999866634723884
ARMS2,-0.014898882,-4.7033706,0.9881128518009669,0.9999866634723884
OOSP1,-0.014898882,-2.4283001,0.9881128518009669,0.9999866634723884
CRX,-0.015377299,-0.14723009,0.9877311744830489,0.9999866634723884
AC025283.2,-0.015393642,-0.1477517,0.9877181358660115,0.9999866634723884
C9orf129,-0.015395127,-0.48978636,0.9877169505373525,0.9999866634723884
MEIKIN,-0.01555299,-0.5646128,0.9875910095223384,0.9999866634723884
SMIM32,-0.01591496,0.3480764,0.9873022353556757,0.9999866634723884
THEGL,-0.015916446,-0.5334367,0.9873010500366904,0.9999866634723884
FMC1-LUC7L2,-0.015917188,-0.3509389,0.9873004573772084,0.9999866634723884
PATE2,-0.01592016,-0.8424283,0.98729808673935,0.9999866634723884
GAGE10,-0.015922388,-2.9564793,0.9872963087610298,0.9999866634723884
ATP6V1G2-DDX39B,-0.016361618,-0.18232115,0.9869459001098866,0.9999866634723884
CDC42EP2,-0.016376847,0.02103337,0.9869337506792353,0.9999866634723884
RNASE3,-0.016404334,-0.0035411378,0.9869118224462196,0.9999866634723884
APOBEC2,-0.01641325,-0.5291695,0.9869047105889858,0.9999866634723884
AC008878.3,-0.016415106,-0.3049863,0.986903228952193,0.9999866634723884
OPRD1,-0.016415106,0.09097801,0.986903228952193,0.9999866634723884
ACTL7A,-0.016442964,-16.52072,0.9868810044057247,0.9999866634723884
GOLGA8T,-0.016442964,-16.650166,0.9868810044057247,0.9999866634723884
GLRA1,-0.016442964,-15.740809,0.9868810044057247,0.9999866634723884
OR13C5,-0.016442964,-14.939606,0.9868810044057247,0.9999866634723884
S100G,-0.016442964,-15.316038,0.9868810044057247,0.9999866634723884
TSBP1,-0.016442964,-15.427863,0.9868810044057247,0.9999866634723884
LITAFD,-0.016442964,-14.520091,0.9868810044057247,0.9999866634723884
FAM156B,-0.016442964,-15.179494,0.9868810044057247,0.9999866634723884
OC90,-0.016442964,-16.603209,0.9868810044057247,0.9999866634723884
C1orf232,-0.016442964,-13.903195,0.9868810044057247,0.9999866634723884
SLC6A2,-0.016581511,-0.6904715,0.9867704744795114,0.9999866634723884
RAB22A,-0.016667686,0.0578486,0.9867017267713182,0.9999866634723884
XRCC5,-0.016746802,0.017968295,0.9866386093502978,0.9999866634723884
AC021087.5,-0.016944408,-0.9765476,0.986480964326851,0.9999866634723884
EIF3CL,-0.017447341,-0.29809776,0.9860797423582681,0.9999866634723884
CBY2,-0.017448084,-0.8355816,0.9860791497139216,0.9999866634723884
LINC02881,-0.017461456,-0.23094794,0.9860684821169986,0.9999866634723884
DUSP27,-0.017461456,-0.07088334,0.9860684821169986,0.9999866634723884
OR6N1,-0.017461456,0.17259929,0.9860684821169986,0.9999866634723884
BTBD17,-0.01746257,-1.0463065,0.9860675931507008,0.9999866634723884
TRBV11-1,-0.01746294,-0.76085305,0.9860672968286054,0.9999866634723884
PRSS51,-0.01746294,-0.38515607,0.9860672968286054,0.9999866634723884
TMEM196,-0.017463313,-1.2280606,0.9860670005065119,0.9999866634723884
NODAL,-0.017464057,-1.369992,0.9860664078623306,0.9999866634723884
SELENOV,-0.01746517,-2.1749809,0.9860655188960731,0.9999866634723884
DAZL,-0.01746517,-1.701917,0.9860655188960731,0.9999866634723884
OR3A2,-0.017465541,-2.9026992,0.9860652225739911,0.9999866634723884
NCAN,-0.017466284,-2.9035213,0.9860646299298329,0.9999866634723884
TMEM63C,-0.017580317,-0.30117333,0.985973659142932,0.9999866634723884
GFM2,-0.017624147,-0.059990816,0.9859386932211779,0.9999866634723884
CYP26C1,-0.017956216,-0.3728856,0.9856737827979718,0.9999866634723884
SPDYE2,-0.017962344,-0.4235556,0.9856688935263933,0.9999866634723884
ARGFX,-0.017966801,-0.89745015,0.9856653376928561,0.9999866634723884
C12orf71,-0.018475862,0.41046035,0.9852592337619146,0.9999866634723884
TPH2,-0.01847809,0.62919974,0.9852574558617452,0.9999866634723884
CTNNA2,-0.018481063,-0.34489936,0.9852550853283,0.9999866634723884
PPEF2,-0.01848292,-0.6203476,0.9852536037449627,0.9999866634723884
GPR33,-0.018484404,-0.8882611,0.9852524184783297,0.9999866634723884
TRBV6-4,-0.018484777,-0.66143924,0.9852521221616765,0.9999866634723884
TRIML2,-0.018489234,-1.7506932,0.9852485663619968,0.9999866634723884
CCIN,-0.01895725,0.71564615,0.9848752090400281,0.9999866634723884
IGKV2D-29,-0.018970251,-0.07567578,0.9848648380502139,0.9999866634723884
MSH4,-0.018979907,-0.3051805,0.9848571338880074,0.9999866634723884
ADCY10,-0.01898065,-0.43084693,0.9848565412602038,0.9999866634723884
HMGCS2,-0.018999593,-1.48985,0.9848414292540376,0.9999866634723884
AC140504.1,-0.019007208,0.5451741,0.9848353548217187,0.9999866634723884
IAPP,-0.01900758,-0.6174429,0.9848350585079696,0.9999866634723884
LCE1B,-0.01900758,-1.4901572,0.9848350585079696,0.9999866634723884
GLP2R,-0.01900758,-0.49689975,0.9848350585079696,0.9999866634723884
TEDDM1,-0.019008324,-1.0537374,0.9848344658804775,0.9999866634723884
MTNR1B,-0.019008324,-1.9928852,0.9848344658804775,0.9999866634723884
ZSWIM2,-0.019008324,-1.9451783,0.9848344658804775,0.9999866634723884
CYP3A43,-0.019008694,-1.8108764,0.9848341695667346,0.9999866634723884
GGT1,-0.019008694,-3.2262197,0.9848341695667346,0.9999866634723884
LCN15,-0.019008694,-1.6303526,0.9848341695667346,0.9999866634723884
RNF113B,-0.019009065,-2.4291852,0.9848338732529939,0.9999866634723884
PRSS48,-0.019009065,-2.3102772,0.9848338732529939,0.9999866634723884
OR9A4,-0.019009065,-1.9448897,0.9848338732529939,0.9999866634723884
WFDC10A,-0.019009065,-2.955911,0.9848338732529939,0.9999866634723884
KCNV1,-0.019009437,-3.839017,0.9848335769392551,0.9999866634723884
SETSIP,-0.019009437,-2.807829,0.9848335769392551,0.9999866634723884
C16orf90,-0.019009437,-2.9936786,0.9848335769392551,0.9999866634723884
RTP1,-0.019009808,-4.978137,0.9848332806255184,0.9999866634723884
OLFM3,-0.019009808,-2.713073,0.9848332806255184,0.9999866634723884
OR1Q1,-0.019009808,-3.8935237,0.9848332806255184,0.9999866634723884
IFNL1,-0.019332219,-0.17179702,0.9845760810956867,0.9999866634723884
BEST3,-0.019511068,-1.6313889,0.9844334071612868,0.9999866634723884
DGKB,-0.019512555,-1.0884824,0.9844322219178048,0.9999866634723884
PRODH,-0.019723719,-0.5417597,0.9842637695386447,0.9999866634723884
KRT75,-0.01989551,-0.038993906,0.9841267265635851,0.9999866634723884
KLHL41,-0.019972213,-0.119381174,0.9840655388781658,0.9999866634723884
BRINP2,-0.020027,-0.81751436,0.9840218334459483,0.9999866634723884
ROS1,-0.020028114,-0.6163705,0.9840209445224003,0.9999866634723884
FRMPD4,-0.020028487,-0.7260495,0.9840206482145554,0.9999866634723884
SERPIND1,-0.0200296,-1.0494473,0.9840197592910339,0.9999866634723884
DRGX,-0.0200296,-1.0700198,0.9840197592910339,0.9999866634723884
FAM156A,-0.0200309,-0.15836167,0.9840187222136173,0.9999866634723884
LIPF,-0.020031087,-1.2825984,0.9840185740597028,0.9999866634723884
AC138811.2,-0.020033315,-2.4296768,0.9840167962127723,0.9999866634723884
ADAM19,-0.020317096,0.04457795,0.983790417688529,0.9999866634723884
PCDHGB1,-0.020484801,-0.27535036,0.9836566357044861,0.9999866634723884
FGF19,-0.020510245,-0.3802807,0.9836363388100908,0.9999866634723884
NOL4,-0.020512845,-0.14209194,0.9836342646754934,0.9999866634723884
AC005041.1,-0.020513961,-0.32382166,0.9836333757606998,0.9999866634723884
APCDD1L,-0.020518418,-0.1407996,0.9836298201017286,0.9999866634723884
INSL5,-0.020553704,-14.793441,0.9836016711463569,0.9999866634723884
PRSS58,-0.020553704,-16.034641,0.9836016711463569,0.9999866634723884
TAS2R39,-0.020553704,-16.014927,0.9836016711463569,0.9999866634723884
MMP20,-0.020553704,-15.709081,0.9836016711463569,0.9999866634723884
IGHJ2,-0.020553704,-14.987768,0.9836016711463569,0.9999866634723884
IGLV2-5,-0.020553704,-16.779352,0.9836016711463569,0.9999866634723884
C1QL2,-0.020553704,-15.056242,0.9836016711463569,0.9999866634723884
PRSS38,-0.020553704,-15.975473,0.9836016711463569,0.9999866634723884
C1orf105,-0.020553704,-15.331607,0.9836016711463569,0.9999866634723884
SLC25A31,-0.020553704,-15.061373,0.9836016711463569,0.9999866634723884
OR1J1,-0.020553704,-16.255733,0.9836016711463569,0.9999866634723884
MGAT4D,-0.020553704,-15.893972,0.9836016711463569,0.9999866634723884
AWAT1,-0.020553704,-15.479327,0.9836016711463569,0.9999866634723884
OR13C3,-0.020553704,-16.545034,0.9836016711463569,0.9999866634723884
PPP3R2,-0.020553704,-16.290342,0.9836016711463569,0.9999866634723884
OR2D2,-0.020553704,-16.2952,0.9836016711463569,0.9999866634723884
C8orf86,-0.020553704,-15.547197,0.9836016711463569,0.9999866634723884
MAS1L,-0.020553704,-16.850548,0.9836016711463569,0.9999866634723884
TAS2R1,-0.020553704,-15.581483,0.9836016711463569,0.9999866634723884
OR1E1,-0.020553704,-15.670589,0.9836016711463569,0.9999866634723884
SCRT2,-0.020553704,-14.7551985,0.9836016711463569,0.9999866634723884
KCNA1,-0.020553704,-15.299606,0.9836016711463569,0.9999866634723884
RALYL,-0.020553704,-15.369478,0.9836016711463569,0.9999866634723884
ZP2,-0.020553704,-16.020964,0.9836016711463569,0.9999866634723884
DNTT,-0.020553704,-15.630286,0.9836016711463569,0.9999866634723884
C10orf120,-0.020553704,-15.876502,0.9836016711463569,0.9999866634723884
NOX1,-0.020553704,-15.710639,0.9836016711463569,0.9999866634723884
MRGPRX2,-0.020553704,-16.670916,0.9836016711463569,0.9999866634723884
BOD1L2,-0.020553704,-15.472446,0.9836016711463569,0.9999866634723884
PAH,-0.020553704,-16.536486,0.9836016711463569,0.9999866634723884
IGHJ6,-0.020553704,-15.848765,0.9836016711463569,0.9999866634723884
TP53TG3,-0.020553704,-15.992233,0.9836016711463569,0.9999866634723884
CHST5,-0.020553704,-15.376134,0.9836016711463569,0.9999866634723884
C9orf92,-0.020553704,-16.164278,0.9836016711463569,0.9999866634723884
CTXND2,-0.020553704,-15.320232,0.9836016711463569,0.9999866634723884
TBX22,-0.020553704,-15.286396,0.9836016711463569,0.9999866634723884
NEDD8-MDP1,-0.020553704,-16.588001,0.9836016711463569,0.9999866634723884
SMIM2,-0.020553704,-15.409516,0.9836016711463569,0.9999866634723884
SOX10,-0.020553704,-16.560337,0.9836016711463569,0.9999866634723884
AC006254.1,-0.020967862,-0.069809355,0.9832712928370833,0.9999866634723884
MLANA,-0.021020235,-0.17522524,0.9832295142585398,0.9999866634723884
SLN,-0.021043822,0.076759115,0.9832106990981107,0.9999866634723884
GPR88,-0.021044193,-0.10077512,0.9832104027964462,0.9999866634723884
AP000646.1,-0.02104568,-0.22847334,0.983209217589812,0.9999866634723884
SLC22A9,-0.02105385,-1.1569109,0.9832026989539855,0.9999866634723884
ZNF723,-0.02157071,0.32955703,0.9827903975351038,0.9999866634723884
KNG1,-0.021571083,0.06644803,0.9827901012367658,0.9999866634723884
GDAP1L1,-0.021572568,-0.5260341,0.9827889160434379,0.9999866634723884
AFP,-0.02157294,-0.40380543,0.9827886197451119,0.9999866634723884
RLN3,-0.021573681,-0.56058496,0.9827880271484669,0.9999866634723884
C3orf20,-0.021574054,-0.9431283,0.9827877308501479,0.9999866634723884
AP002884.2,-0.021574425,-1.6770666,0.9827874345518315,0.9999866634723884
IGHV5-78,-0.021574425,-1.3911504,0.9827874345518315,0.9999866634723884
IGSF23,-0.02157554,-2.3646178,0.982786545656896,0.9999866634723884
SLC5A11,-0.021577768,-2.3729203,0.9827847678670893,0.9999866634723884
TAFA1,-0.021987654,-0.018938558,0.9824578041547332,0.9999866634723884
OR11G2,-0.022050427,-0.32217786,0.9824077302247226,0.9999866634723884
C19orf71,-0.022069184,-0.22018032,0.9823927673182494,0.9999866634723884
UNC13C,-0.022074385,-0.6041757,0.9823886191868582,0.9999866634723884
AC068946.1,-0.022081815,-1.8090856,0.9823826932856968,0.9999866634723884
CLDN22,-0.022103172,-0.72139883,0.9823656563252737,0.9999866634723884
IL24,-0.022277007,0.035906553,0.9822269905819941,0.9999866634723884
ZACN,-0.022514172,0.22033654,0.9820378075234888,0.9999866634723884
SLCO1A2,-0.022592174,-0.39533108,0.9819755862209564,0.9999866634723884
UPP2,-0.022592174,0.19249505,0.9819755862209564,0.9999866634723884
RTP5,-0.023056475,-0.21777633,0.9816052236066766,0.9999866634723884
INSM1,-0.023077834,0.16153474,0.9815881870211937,0.9999866634723884
RHOXF2,-0.023085263,-0.1468303,0.981582261254298,0.9999866634723884
AC233992.2,-0.023086376,0.10969735,0.9815813723893513,0.9999866634723884
OR52N1,-0.023117764,0.42069086,0.9815563360360826,0.9999866634723884
OR2A5,-0.023118135,-0.97753185,0.981556039747987,0.9999866634723884
HCN1,-0.023118507,-1.2706954,0.9815557434598938,0.9999866634723884
C11orf86,-0.023118878,-2.5874107,0.9815554471718033,0.9999866634723884
IGKV3OR2-268,-0.02311925,-1.7556672,0.9815551508837153,0.9999866634723884
FAM240A,-0.02311925,-2.026195,0.9815551508837153,0.9999866634723884
TAFA4,-0.023119621,-2.8751826,0.9815548545956297,0.9999866634723884
AL590764.2,-0.023119621,-1.8118542,0.9815548545956297,0.9999866634723884
ANP32D,-0.023119992,-2.4870868,0.9815545583075469,0.9999866634723884
GUCA2A,-0.023119992,-3.167292,0.9815545583075469,0.9999866634723884
MINAR2,-0.023119992,-2.174357,0.9815545583075469,0.9999866634723884
