Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Epstein-Barr virus infection,17/202,1.911887764503101e-16,2.6957617479493727e-14,0,0,21.82709215239336,789.9938477841022,DDX58;STAT1;TAP2;TAP1;TNFAIP3;ISG15;HLA-A;HLA-F;ICAM1;HLA-E;OAS1;OAS2;OAS3;IRF7;B2M;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Influenza A,15/172,7.537977373358899e-15,5.314274048218024e-13,0,0,22.19145747470963,721.6400666751542,CXCL8;RSAD2;DDX58;STAT1;MX2;MX1;ICAM1;IFIH1;OAS1;OAS2;OAS3;TNFSF10;IRF7;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,NOD-like receptor signaling pathway,13/181,6.340809522483261e-12,2.9801804755671327e-10,0,0,17.550355774493706,452.518630765483,GBP5;CXCL8;STAT1;CYBB;TNFAIP3;OAS1;OAS2;OAS3;NAMPT;IRF7;GBP2;GBP1;GBP4
KEGG_2021_Human,Phagosome,12/152,1.4156008316440748e-11,4.989992931545364e-10,0,0,19.246753246753247,480.80087108510577,FCGR3A;NCF2;CLEC7A;TAP2;TAP1;CYBB;HLA-A;HLA-F;HLA-DQA1;CTSS;HLA-E;HLA-DQB1
KEGG_2021_Human,Measles,11/139,1.0236207337905712e-10,2.886610469289411e-09,0,0,19.091643258426966,439.155616629012,IFIH1;OAS1;DDX58;OAS2;STAT1;OAS3;MX2;MX1;IRF7;TNFAIP3;FOS
KEGG_2021_Human,Coronavirus disease,13/232,1.4337475664698588e-10,3.369306781204168e-09,0,0,13.428488951871095,304.36421181276074,C1QA;CXCL8;DDX58;STAT1;MX2;MX1;CYBB;ISG15;FOS;IFIH1;OAS1;OAS2;OAS3
KEGG_2021_Human,Antigen processing and presentation,9/78,1.8549863228795064e-10,3.736472450371577e-09,0,0,28.4247491638796,636.9410290503499,TAP2;TAP1;HLA-A;HLA-F;B2M;CTSS;HLA-DQA1;HLA-E;HLA-DQB1
KEGG_2021_Human,Human cytomegalovirus infection,12/225,1.3470079269755464e-09,2.374101471294401e-08,0,0,12.603713188220231,257.43563196887726,CXCL8;CCL3L1;CDKN2A;CCL4;TAP2;GNB4;CCL3;TAP1;HLA-A;HLA-F;B2M;HLA-E
KEGG_2021_Human,Hepatitis C,10/157,6.292155441593036e-09,9.85771019182909e-08,0,0,14.930461073318217,281.94626175200665,RSAD2;OAS1;DDX58;OAS2;STAT1;OAS3;MX2;MX1;IRF7;IFIT1
KEGG_2021_Human,Herpes simplex virus 1 infection,15/498,2.5836843784771762e-08,3.6429949736528177e-07,0,0,7.094263792473512,123.94717665624148,DDX58;STAT1;TAP2;TAP1;HLA-A;HLA-F;HLA-E;IFIH1;OAS1;OAS2;OAS3;IRF7;B2M;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,10/193,4.5213874581842506e-08,5.795596650945267e-07,0,0,11.971463266545234,202.45973275574684,ZFP36;CXCL8;STAT1;GNB4;IRF7;HLA-A;FOS;HLA-F;ICAM1;HLA-E
KEGG_2021_Human,Toll-like receptor signaling pathway,8/104,5.10059662205412e-08,5.99320103091359e-07,0,0,17.93840579710145,301.20956990452106,CXCL8;CCL3L1;STAT1;CCL4;IRF7;CCL3;SPP1;FOS
KEGG_2021_Human,Leishmaniasis,7/77,1.1405989708521149e-07,1.2371111914626784e-06,0,0,21.32258064516129,340.8743334524742,FCGR3A;NCF2;STAT1;CYBB;FOS;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,10/219,1.4796544865878985e-07,1.4902234472063836e-06,0,0,10.468367889420522,164.6285583263499,ZFP36;CDKN2A;HLA-A;FOS;HLA-F;B2M;HLA-DQA1;ICAM1;HLA-E;HLA-DQB1
KEGG_2021_Human,Rheumatoid arthritis,7/93,4.21004265365621e-07,3.957440094436837e-06,0,0,17.34158539634909,254.5852752030118,CXCL8;CCL3L1;CCL3;FOS;HLA-DQA1;ICAM1;HLA-DQB1
KEGG_2021_Human,Viral myocarditis,6/60,5.403339892130763e-07,4.761693279940235e-06,0,0,23.458628841607567,338.53331173601583,HLA-A;HLA-F;HLA-DQA1;ICAM1;HLA-E;HLA-DQB1
KEGG_2021_Human,Allograft rejection,5/38,1.2439270235903315e-06,1.0317277078013927e-05,0,0,31.68580542264753,430.8394130944191,HLA-A;HLA-F;HLA-DQA1;HLA-E;HLA-DQB1
KEGG_2021_Human,Lipid and atherosclerosis,9/215,1.3232658984043918e-06,1.0365582870834402e-05,0,0,9.455137095913797,127.97913556242092,CXCL8;CCL3L1;NCF2;TNFSF10;IRF7;CCL3;CYBB;FOS;ICAM1
KEGG_2021_Human,Graft-versus-host disease,5/42,2.075056133137789e-06,1.5399100777496228e-05,0,0,28.25462304409673,369.7265014059194,HLA-A;HLA-F;HLA-DQA1;HLA-E;HLA-DQB1
KEGG_2021_Human,Type I diabetes mellitus,5/43,2.338821443560366e-06,1.6488691177100578e-05,0,0,27.509695290858726,356.6869516489501,HLA-A;HLA-F;HLA-DQA1;HLA-E;HLA-DQB1
KEGG_2021_Human,Autoimmune thyroid disease,5/53,6.702179506664625e-06,4.500034811617677e-05,0,0,21.767543859649123,259.3184431876064,HLA-A;HLA-F;HLA-DQA1;HLA-E;HLA-DQB1
KEGG_2021_Human,Cell adhesion molecules,7/148,9.494819762941593e-06,6.0853163026125655e-05,0,0,10.54777701517578,121.98255397453045,HLA-A;HLA-F;TIGIT;HLA-DQA1;ICAM1;HLA-E;HLA-DQB1
KEGG_2021_Human,Human immunodeficiency virus 1 infection,8/212,1.1269193580967542e-05,6.908505630071406e-05,0,0,8.395566922421143,95.65436941683544,TAP2;GNB4;TAP1;HLA-A;FOS;HLA-F;B2M;HLA-E
KEGG_2021_Human,NF-kappa B signaling pathway,6/104,1.371968195719744e-05,8.060313149853495e-05,0,0,12.897524967433782,144.40944846252998,CXCL8;PLAU;DDX58;CCL4;TNFAIP3;ICAM1
KEGG_2021_Human,RIG-I-like receptor signaling pathway,5/70,2.643098448984932e-05,0.00014907075252275012,0,0,16.060728744939272,169.2957173934253,IFIH1;CXCL8;DDX58;IRF7;ISG15
KEGG_2021_Human,Human papillomavirus infection,9/331,4.240781127770002e-05,0.0002225421076343776,0,0,6.013309671694765,60.54307205021741,STAT1;IRF1;MX2;MX1;SPP1;ISG15;HLA-A;HLA-F;HLA-E
KEGG_2021_Human,Osteoclast differentiation,6/127,4.261444614275316e-05,0.0002225421076343776,0,0,10.433796377703535,104.9986030795164,FCGR3A;NCF2;STAT1;FOSB;FOS;JUNB
KEGG_2021_Human,Staphylococcus aureus infection,5/95,0.00011465277565068032,0.0005773586202409258,0,0,11.584795321637428,105.11582592931488,C1QA;FCGR3A;HLA-DQA1;ICAM1;HLA-DQB1
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,5/100,0.0001460736125883001,0.0007102199784465626,0,0,10.97229916897507,96.9007614271628,CXCL8;CCL3L1;CCL4;TNFSF10;CCL3
KEGG_2021_Human,Chagas disease,5/102,0.00016033559543799543,0.0007448658149620692,0,0,10.744981009224093,93.8922386262267,C1QA;CXCL8;CCL3L1;CCL3;FOS
KEGG_2021_Human,Hepatitis B,6/162,0.00016376482456612867,0.0007448658149620692,0,0,8.078559738134206,70.42144470253923,IFIH1;CXCL8;DDX58;STAT1;IRF7;FOS
KEGG_2021_Human,TNF signaling pathway,5/112,0.0002482775499271468,0.0010939729543664,0,0,9.735858337432369,80.81700260359948,IRF1;TNFAIP3;FOS;JUNB;ICAM1
KEGG_2021_Human,Tuberculosis,6/180,0.0002894397375070674,0.0012366970602574,0,0,7.236243580337491,58.95775366137142,FCGR3A;CLEC7A;STAT1;HLA-DQA1;CTSS;HLA-DQB1
KEGG_2021_Human,Chemokine signaling pathway,6/192,0.0004084860208373309,0.0016940155570018,0,0,6.765271105010295,52.78976807822368,CXCL8;CCL3L1;STAT1;CCL4;GNB4;CCL3
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,5/131,0.0005111317635071766,0.0020591308187003,0,0,8.259816207184628,62.60018184811349,FCGR3A;TNFSF10;HLA-A;ICAM1;HLA-E
KEGG_2021_Human,Viral carcinogenesis,6/203,0.0005484151337696418,0.002147959273931,0,0,6.383950750621017,47.93375385625556,CDKN2A;IRF7;PMAIP1;HLA-A;HLA-F;HLA-E
KEGG_2021_Human,Pertussis,4/76,0.0005728566057742373,0.0021830481463288,0,0,11.474537037037036,85.65598609029966,C1QA;CXCL8;IRF1;FOS
KEGG_2021_Human,Cytokine-cytokine receptor interaction,7/295,0.0007030253485785115,0.0026085940565676,0,0,5.125597371565114,37.212439734363016,IL1RN;CXCL8;CCL3L1;CCL4;CXCL17;TNFSF10;CCL3
KEGG_2021_Human,Cellular senescence,5/156,0.0011236344926704,0.0039703042972155,0,0,6.883583130010456,46.74769864728189,CXCL8;CDKN2A;HLA-A;HLA-F;HLA-E
KEGG_2021_Human,Bladder cancer,3/41,0.0011263274602029,0.0039703042972155,0,0,16.16549104720564,109.74417204757296,CXCL8;CDKN2A;TYMP
KEGG_2021_Human,Th1 and Th2 cell differentiation,4/92,0.0011738374459389,0.0040368556067657,0,0,9.380681818181818,63.29593508345567,STAT1;FOS;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,IL-17 signaling pathway,4/94,0.0012713977134132,0.0042682637521731,0,0,9.171296296296296,61.15088756420859,CXCL8;TNFAIP3;FOSB;FOS
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,4/100,0.0015979577835658,0.005239815057739,0,0,8.59548611111111,55.34658305163635,CXCL8;STAT1;CYBB;ICAM1
KEGG_2021_Human,Cholesterol metabolism,3/50,0.0020046761378758,0.0064165380490042,0,0,13.064049133581928,81.15743654844592,NCEH1;APOC1;APOE
KEGG_2021_Human,Th17 cell differentiation,4/107,0.0020478312922353,0.0064165380490042,0,0,8.008495145631068,49.58038484161047,STAT1;FOS;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Cytosolic DNA-sensing pathway,3/63,0.0038757213407073,0.0118799284573857,0,0,10.22680412371134,56.78968343517464,DDX58;CCL4;IRF7
KEGG_2021_Human,Inflammatory bowel disease,3/65,0.0042325222263702,0.0126975666791108,0,0,9.895909544396408,54.0807220421003,STAT1;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Systemic lupus erythematosus,4/135,0.0047223337439316,0.0138718553727992,0,0,6.287849872773537,33.674279209969015,C1QA;FCGR3A;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Prolactin signaling pathway,3/70,0.0052097235794995,0.0147613385630364,0,0,9.155100784736112,48.13045658628783,STAT1;IRF1;FOS
KEGG_2021_Human,Fluid shear stress and atherosclerosis,4/139,0.0052345172209349,0.0147613385630364,0,0,6.1003086419753085,32.04175316395329,NCF2;DUSP1;FOS;ICAM1
KEGG_2021_Human,Apoptosis,4/142,0.0056422081079585,0.0155990459455323,0,0,5.966787439613527,30.89292132963433,TNFSF10;PMAIP1;FOS;CTSS
KEGG_2021_Human,Necroptosis,4/159,0.0083562740420879,0.0226583584602769,0,0,5.307795698924731,25.396436404946197,STAT1;TNFSF10;CYBB;TNFAIP3
KEGG_2021_Human,Complement and coagulation cascades,3/85,0.008907727513708,0.0236979165930723,0,0,7.474729695750566,35.28697392743489,C1QA;PLAU;PLAUR
KEGG_2021_Human,Asthma,2/31,0.0104724512850622,0.0273447339109958,0,0,13.983814215341308,63.75230908786907,HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Neutrophil extracellular trap formation,4/189,0.014993672320653,0.0382884590266429,0,0,4.440315315315315,18.64988829841458,FCGR3A;NCF2;CLEC7A;CYBB
KEGG_2021_Human,C-type lectin receptor signaling pathway,3/104,0.0153453232940326,0.0382884590266429,0,0,6.06277431866898,25.323871983150248,CLEC7A;STAT1;IRF1
KEGG_2021_Human,Primary immunodeficiency,2/38,0.0154783132235365,0.0382884590266429,0,0,11.260770975056689,46.9384448645158,TAP2;TAP1
KEGG_2021_Human,Toxoplasmosis,3/112,0.0186665018739365,0.045378909728018,0,0,5.615530123900501,22.35556415568353,STAT1;HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Leukocyte transendothelial migration,3/114,0.0195542061325188,0.0467312383844942,0,0,5.513792142658122,21.694372855325803,NCF2;CYBB;ICAM1
KEGG_2021_Human,ABC transporters,2/45,0.0213109604144821,0.0500807569740331,0,0,9.424299952539156,36.26973658038426,TAP2;TAP1
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",3/119,0.0218742991047355,0.0505619044879952,0,0,5.274795591894774,20.16260489683167,STAT1;FOS;JUNB
KEGG_2021_Human,Intestinal immune network for IgA production,2/48,0.0240483300532171,0.05469055705651,0,0,8.808340727595386,32.83476119194659,HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Malaria,2/50,0.025948961945953,0.0580762481647521,0,0,8.44047619047619,30.82144266223132,CXCL8;ICAM1
KEGG_2021_Human,Endocytosis,4/252,0.0377569145088387,0.0831832022772852,0,0,3.301747311827957,10.818461177683751,RAB11FIP1;HLA-A;HLA-F;HLA-E
KEGG_2021_Human,Amphetamine addiction,2/69,0.0467626402187707,0.1014389580130257,0,0,6.041120925982333,18.501963939065423,FOSB;FOS
KEGG_2021_Human,Pathways in cancer,6/531,0.0503035852229371,0.1074667502490019,0,0,2.3556231003039514,7.042556744390224,CXCL8;STAT1;CDKN2A;GNB4;PMAIP1;FOS
KEGG_2021_Human,p53 signaling pathway,2/73,0.0517203452860749,0.1088443087363667,0,0,5.699626329405001,16.881746303056282,CDKN2A;PMAIP1
KEGG_2021_Human,Pancreatic cancer,2/76,0.0555565913641185,0.1151982262108928,0,0,5.467733039161611,15.803679213614178,CDKN2A;STAT1
KEGG_2021_Human,Colorectal cancer,2/86,0.0690235124413976,0.141048047162856,0,0,4.814382896015549,12.870328659591635,PMAIP1;FOS
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,2/89,0.0732536203857354,0.1475537210626956,0,0,4.647665962936899,12.148197603177868,STAT1;FOS
KEGG_2021_Human,Pathogenic Escherichia coli infection,3/197,0.0761852459444459,0.1512974602558716,0,0,3.141566585184398,8.088237928100623,CXCL8;TNFSF10;FOS
KEGG_2021_Human,Circadian entrainment,2/97,0.0849237360045432,0.1663089830088972,0,0,4.254564983888292,10.49176426482804,GNB4;FOS
KEGG_2021_Human,Hematopoietic cell lineage,2/99,0.0879246283814666,0.1698270219422849,0,0,4.166421207658321,10.129717084781952,HLA-DQA1;HLA-DQB1
KEGG_2021_Human,Amoebiasis,2/102,0.0924846891098034,0.1762208265470579,0,0,4.040816326530612,9.62002061056518,CXCL8;SERPINB13
KEGG_2021_Human,Serotonergic synapse,2/113,0.109762052329387,0.203637491821626,0,0,3.638352638352639,8.038723369904124,DUSP1;GNB4
KEGG_2021_Human,Cholinergic synapse,2/113,0.109762052329387,0.203637491821626,0,0,3.638352638352639,8.038723369904124,GNB4;FOS
KEGG_2021_Human,Salmonella infection,3/249,0.128921631654778,0.2360772735496585,0,0,2.470958008549158,5.061882426430637,CXCL8;TNFSF10;FOS
KEGG_2021_Human,Lysosome,2/128,0.1345359164474102,0.2431450947151582,0,0,3.202785876255264,6.424545308435403,CD68;CTSS
KEGG_2021_Human,Relaxin signaling pathway,2/129,0.1362302303723226,0.2431450947151582,0,0,3.177406395629118,6.333870360024791,GNB4;FOS
KEGG_2021_Human,Dopaminergic synapse,2/132,0.1413417095746185,0.2491147631252651,0,0,3.1036106750392465,6.072446585747735,GNB4;FOS
KEGG_2021_Human,Apelin signaling pathway,2/137,0.1499507080843318,0.2578420712181803,0,0,2.9879062736205597,5.669398730173793,GNB4;SPP1
KEGG_2021_Human,Yersinia infection,2/137,0.1499507080843318,0.2578420712181803,0,0,2.9879062736205597,5.669398730173793,CXCL8;FOS
KEGG_2021_Human,Prion disease,3/273,0.1566730077180108,0.2661553504607172,0,0,2.24856815578465,4.167933339263407,C1QA;NCF2;CYBB
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,1/35,0.1610365757741949,0.2703113950495415,0,0,5.901960784313726,10.777710825180796,NAMPT
KEGG_2021_Human,African trypanosomiasis,1/37,0.1694200671801256,0.2810379937929143,0,0,5.57351290684624,9.895070145641316,ICAM1
KEGG_2021_Human,Cushing syndrome,2/155,0.1817247564919734,0.2921498116412254,0,0,2.633986928104575,4.49163798449718,NCEH1;CDKN2A
KEGG_2021_Human,Non-alcoholic fatty liver disease,2/155,0.1817247564919734,0.2921498116412254,0,0,2.633986928104575,4.49163798449718,CXCL8;FOS
KEGG_2021_Human,MAPK signaling pathway,3/294,0.1823346342158002,0.2921498116412254,0,0,2.08406844510575,3.5469003257231084,DUSP5;DUSP1;FOS
KEGG_2021_Human,Ferroptosis,1/41,0.1859390303366049,0.2945775649152954,0,0,5.015151515151516,8.43717221072756,CYBB
KEGG_2021_Human,MicroRNAs in cancer,3/310,0.2025980581650802,0.3174036244586257,0,0,1.9738406259444572,3.151298284847128,ZEB2;PLAU;CDKN2A
KEGG_2021_Human,Proteasome,1/46,0.2061310043831236,0.3193897980002245,0,0,4.45679012345679,7.038356248208516,PSMB9
KEGG_2021_Human,Cocaine addiction,1/49,0.21800735103248,0.3341199619084748,0,0,4.177609427609427,6.363445371866637,FOSB
KEGG_2021_Human,Alcoholism,2/186,0.2383134061741662,0.3613138738769617,0,0,2.186779059449867,3.136209947287738,GNB4;FOSB
KEGG_2021_Human,Pyrimidine metabolism,1/56,0.2450391435680432,0.3663187139119696,0,0,3.644628099173554,5.125576482532065,TYMP
KEGG_2021_Human,Legionellosis,1/57,0.2488245414130006,0.3663187139119696,0,0,3.5793650793650795,4.978922896997587,CXCL8
KEGG_2021_Human,Transcriptional misregulation in cancer,2/192,0.2494084860677239,0.3663187139119696,0,0,2.117078410311493,2.939908923064224,CXCL8;PLAU
KEGG_2021_Human,Notch signaling pathway,1/59,0.256339055642632,0.3726165654186713,0,0,3.4555903866248694,4.703937185372145,DTX3L
KEGG_2021_Human,Diabetic cardiomyopathy,2/203,0.2697872573969225,0.3874698482883225,0,0,2.000101533150574,2.620376153040449,NCF2;CYBB
KEGG_2021_Human,Proteoglycans in cancer,2/205,0.2734937354684326,0.3874698482883225,0,0,1.980195033678496,2.567276450212099,PLAU;PLAUR
KEGG_2021_Human,GnRH secretion,1/64,0.2748013108427819,0.3874698482883225,0,0,3.180535513868848,4.108319823136149,SPP1
KEGG_2021_Human,Cortisol synthesis and secretion,1/65,0.2784389392137884,0.3887117864271698,0,0,3.1306818181818183,4.00275356439037,NCEH1
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,1/70,0.2963578762035246,0.4096711818107547,0,0,2.9030888596105986,3.530700422312052,CXCL8
KEGG_2021_Human,Melanoma,1/72,0.3034014618596549,0.4113423665597245,0,0,2.821027173139849,3.3646345783285243,CDKN2A
KEGG_2021_Human,Non-small cell lung cancer,1/72,0.3034014618596549,0.4113423665597245,0,0,2.821027173139849,3.3646345783285243,CDKN2A
KEGG_2021_Human,Glioma,1/75,0.3138361616484454,0.4214371313564838,0,0,2.7062517062517064,3.1362323637249645,CDKN2A
KEGG_2021_Human,Chronic myeloid leukemia,1/76,0.3172798893506643,0.4220421169664498,0,0,2.67003367003367,3.065121123308704,CDKN2A
KEGG_2021_Human,B cell receptor signaling pathway,1/81,0.3342435328543524,0.4404517582473242,0,0,2.5025252525252526,2.742480915944007,FOS
KEGG_2021_Human,Parkinson disease,2/249,0.3543299070983733,0.4619371818035863,0,0,1.6238122779476163,1.6847488521495495,DUSP1;UBE2L6
KEGG_2021_Human,ECM-receptor interaction,1/88,0.3572937084833981,0.4619371818035863,0,0,2.3003599210495764,2.367523811703655,SPP1
KEGG_2021_Human,GABAergic synapse,1/89,0.3605214364245345,0.4619371818035863,0,0,2.2741046831955924,2.32005037808893,GNB4
KEGG_2021_Human,Bile secretion,1/90,0.3637331156781473,0.4619371818035863,0,0,2.2484394506866416,2.273925239694265,NCEH1
KEGG_2021_Human,Morphine addiction,1/91,0.3669288252624231,0.4619371818035863,0,0,2.22334455667789,2.2290972080359737,GNB4
KEGG_2021_Human,Salivary secretion,1/93,0.3732726494349856,0.4657649873480793,0,0,2.1747913921826965,2.143139832163484,LYZ
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,1/97,0.3857720948428521,0.472663842172839,0,0,2.083754208754209,1.9847936202473104,FCGR3A
KEGG_2021_Human,Prostate cancer,1/97,0.3857720948428521,0.472663842172839,0,0,2.083754208754209,1.9847936202473104,PLAU
KEGG_2021_Human,Choline metabolism in cancer,1/98,0.3888581963975129,0.472663842172839,0,0,2.062168072477351,1.947801335478516,FOS
KEGG_2021_Human,T cell receptor signaling pathway,1/104,0.4070550586365517,0.4905535322030238,0,0,1.9414533686378344,1.7449915352070269,FOS
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",1/106,0.4130006611337857,0.4935007899988456,0,0,1.9042809042809044,1.6839671916127796,FOS
KEGG_2021_Human,Drug metabolism,1/108,0.4188872357630098,0.4956250687387538,0,0,1.8684980647597471,1.6258801725332537,TYMP
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.4218085691393649,0.4956250687387538,0,0,1.851103628881407,1.5978794932003777,CYBB
KEGG_2021_Human,Glutamatergic synapse,1/114,0.4361985658337181,0.5082975023351591,0,0,1.768749441315813,1.4674566165007243,GNB4
KEGG_2021_Human,Thyroid hormone signaling pathway,1/121,0.4557507025779253,0.5267282710121924,0,0,1.664983164983165,1.308359295077608,STAT1
KEGG_2021_Human,Cell cycle,1/124,0.4639232772068564,0.5318144885054207,0,0,1.6241274533957462,1.2473885010387038,CDKN2A
KEGG_2021_Human,FoxO signaling pathway,1/131,0.4825231566060633,0.548675524850443,0,0,1.5361305361305362,1.119418823893266,TNFSF10
KEGG_2021_Human,Estrogen signaling pathway,1/137,0.4979563925252978,0.5616948107685359,0,0,1.467914438502674,1.0234927306951356,FOS
KEGG_2021_Human,Ubiquitin mediated proteolysis,1/140,0.5055012372413341,0.5656799559605405,0,0,1.4360148245040332,0.9796561960455776,UBE2L6
KEGG_2021_Human,Breast cancer,1/147,0.5226721271590139,0.5739207514768154,0,0,1.366680503666805,0.8867035673377484,FOS
KEGG_2021_Human,Phospholipase D signaling pathway,1/148,0.5250764322021929,0.5739207514768154,0,0,1.357314643028929,0.874397623216168,CXCL8
KEGG_2021_Human,Retrograde endocannabinoid signaling,1/148,0.5250764322021929,0.5739207514768154,0,0,1.357314643028929,0.874397623216168,GNB4
KEGG_2021_Human,PI3K-Akt signaling pathway,2/354,0.5308239047065556,0.575739773566341,0,0,1.1333487940630798,0.7177780596011828,GNB4;SPP1
KEGG_2021_Human,Oxytocin signaling pathway,1/154,0.5392525329667543,0.5804168484603996,0,0,1.3036904997689311,0.8051218322041944,FOS
KEGG_2021_Human,Alzheimer disease,2/369,0.5533212972128415,0.591038381968809,0,0,1.0861925151532,0.6428265859098229,CYBB;APOE
KEGG_2021_Human,JAK-STAT signaling pathway,1/162,0.557504289374834,0.591038381968809,0,0,1.238408934061108,0.7235838652550021,STAT1
KEGG_2021_Human,Hepatocellular carcinoma,1/168,0.5707216454532212,0.6005354627530164,0,0,1.1935522893606727,0.6694081869063938,CDKN2A
KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.5771829849119133,0.6028355620191095,0,0,1.172311348781937,0.6442975473743275,PPP1R15A
KEGG_2021_Human,Focal adhesion,1/201,0.6367278257975183,0.6601369370400741,0,0,0.9949494949494948,0.4491331261764552,SPP1
KEGG_2021_Human,cAMP signaling pathway,1/216,0.6633067349218524,0.6826733549195707,0,0,0.9248296922715528,0.3796590033348701,FOS
KEGG_2021_Human,Ras signaling pathway,1/232,0.6895374384771322,0.7004110279674717,0,0,0.8600725873453147,0.3197184684889406,GNB4
KEGG_2021_Human,Pathways of neurodegeneration,2/475,0.6904761197693515,0.7004110279674717,0,0,0.8382016654441904,0.3104480120217071,CYBB;UBE2L6
KEGG_2021_Human,Chemical carcinogenesis,1/239,0.7003672839686657,0.7053699074255847,0,0,0.8344792462439521,0.2972001091279682,FOS
KEGG_2021_Human,Shigellosis,1/246,0.7108229973595908,0.7108229973595908,0,0,0.8103483817769532,0.276597695305975,CXCL8
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),22/148,1.1859002820329364e-26,1.3578558229277122e-23,0,0,44.264143264143264,2642.423732692381,GBP5;RSAD2;STAT1;MX2;MX1;IFI6;NLRC5;DDX60L;ISG15;IFIT1;DDX60;IFI44L;IFIT3;IFIT2;IFIH1;OAS1;OAS2;IRF1;OAS3;IRF7;PMAIP1;GBP2
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),22/189,3.1966031780805993e-24,1.8300553194511428e-21,0,0,33.32765238753263,1803.0244441863424,GBP5;RSAD2;STAT1;MX2;MX1;IFI6;NLRC5;DDX60L;ISG15;IFIT1;DDX60;IFI44L;IFIT3;IFIT2;IFIH1;OAS1;OAS2;IRF1;OAS3;IRF7;PMAIP1;GBP2
GO_Biological_Process_2023,Negative Regulation Of Viral Process (GO:0048525),10/61,4.495797010023099e-13,1.715895858825483e-10,0,0,43.24400871459695,1229.4472003859084,IFIH1;ZFP36;RSAD2;OAS1;OAS2;STAT1;OAS3;MX1;ISG15;IFIT1
GO_Biological_Process_2023,Cellular Response To Type II Interferon (GO:0071346),9/66,3.9550459606609156e-11,1.0419622974512668e-08,0,0,34.42972816657027,824.7105587175868,GBP5;CCL3L1;STAT1;IRF1;CCL4;CCL3;GBP2;GBP1;GBP4
GO_Biological_Process_2023,Regulation Of Viral Genome Replication (GO:0045069),9/67,4.5500537006605526e-11,1.0419622974512668e-08,0,0,33.83440697233801,805.7087816349355,IFIH1;CXCL8;RSAD2;OAS1;OAS2;OAS3;MX1;ISG15;IFIT1
GO_Biological_Process_2023,Negative Regulation Of Viral Genome Replication (GO:0045071),8/53,2.1627242256309067e-10,4.127198730578981e-08,0,0,38.3671497584541,853.8410547151914,IFIH1;RSAD2;OAS1;OAS2;OAS3;MX1;ISG15;IFIT1
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),14/308,4.229531620503208e-10,6.696304319415195e-08,0,0,10.856035437430789,234.3140598616531,GBP5;CXCL8;CCL3L1;DUSP1;STAT1;IFIT1;ZFP36;OAS1;IRF1;CCL4;CCL3;GBP2;GBP1;GBP4
GO_Biological_Process_2023,Positive Regulation Of Interferon-Beta Production (GO:0032728),7/36,4.678640572517167e-10,6.696304319415195e-08,0,0,51.57471264367816,1107.97147193502,IFIH1;OAS1;OAS2;IRF1;OAS3;IRF7;ISG15
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),10/127,7.952928437188361e-10,1.0117892289534085e-07,0,0,18.78727445394112,393.6368117947637,IFIH1;ZFP36;FCGR3A;OAS1;CLEC7A;OAS2;OAS3;CCL3;TNFAIP3;HLA-E
GO_Biological_Process_2023,Positive Regulation Of Type I Interferon Production (GO:0032481),8/64,1.032467634261482e-09,1.1821754412293969e-07,0,0,30.81366459627329,637.5752139213126,IFIH1;OAS1;OAS2;STAT1;IRF1;OAS3;IRF7;ISG15
GO_Biological_Process_2023,Interleukin-27-Mediated Signaling Pathway (GO:0070106),4/5,2.9299625387746827e-09,3.049824642633647e-07,0,0,829.125,16290.877003827774,OAS1;OAS2;STAT1;MX1
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),8/78,5.16460484565302e-09,4.657524156340503e-07,0,0,24.633540372670808,470.0433547055405,IFIH1;FCGR3A;OAS1;OAS2;CLEC7A;OAS3;CCL3;HLA-E
